title,year,user_tags,reviews,author,plot,poster
Spider-Man,2002,"Action, Adventure, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '90%'}, {'source': 'Metacritic', 'value': '73/100'}]",Sam Raimi,"After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.",Spider-Man.jpg
Winnie the Pooh,2011,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '90%'}, {'source': 'Metacritic', 'value': '74/100'}]","Stephen J. Anderson, Don Hall","While searching for honey, Pooh and his friends embark on an adventure to find Eeyore's missing tail and rescue Christopher Robin from an unknown monster called The Backson.",Winnie_the_Pooh.jpg
The Jungle Book,2016,"Animation, Action, Adventure","[{'source': 'Internet Movie Database', 'value': '7.3/10'}, {'source': 'Rotten Tomatoes', 'value': '94%'}, {'source': 'Metacritic', 'value': '77/100'}]",Jon Favreau,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.",The_Jungle_Book.jpg
The Shallows,2016,"Drama, Horror, Thriller","[{'source': 'Internet Movie Database', 'value': '6.3/10'}, {'source': 'Rotten Tomatoes', 'value': '78%'}, {'source': 'Metacritic', 'value': '59/100'}]",Jaume Collet-Serra,"A mere 200 yards from shore, surfer Nancy is attacked by a great white shark, with her short journey to safety becoming the ultimate contest of wills.",The_Shallows.jpg
Frozen,2013,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '89%'}, {'source': 'Metacritic', 'value': '75/100'}]","Chris Buck, Jennifer Lee","Fearless optimist Anna teams up with rugged mountain man Kristoff and his loyal reindeer Sven in an epic journey to find Anna's sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter.",Frozen.jpg
A Star Is Born,2018,"Drama, Music, Romance","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '90%'}, {'source': 'Metacritic', 'value': '88/100'}]",Bradley Cooper,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,A_Star_Is_Born.jpg
Toy Story,1995,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '8.3/10'}, {'source': 'Rotten Tomatoes', 'value': '100%'}, {'source': 'Metacritic', 'value': '96/100'}]",John Lasseter,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,Toy_Story.jpg
The Princess Bride,1987,"Adventure, Comedy, Family","[{'source': 'Internet Movie Database', 'value': '8.0/10'}, {'source': 'Rotten Tomatoes', 'value': '96%'}, {'source': 'Metacritic', 'value': '78/100'}]",Rob Reiner,"A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",The_Princess_Bride.jpg
Don't Breathe,2016,"Crime, Horror, Thriller","[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '88%'}, {'source': 'Metacritic', 'value': '71/100'}]",Fede Alvarez,"Three delinquents break into the house of a war veteran who is blind to steal his money. However, they discover that the man is not as defenseless as he seems.",Don't_Breathe.jpg
The Witch,2015,"Drama, Fantasy, Horror","[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '91%'}, {'source': 'Metacritic', 'value': '84/100'}]",Robert Eggers,An isolated Puritan family in 1630s New England comes unraveled by the forces of witchcraft and possession.,The_Witch.jpg
Shaun of the Dead,2004,"Comedy, Horror","[{'source': 'Internet Movie Database', 'value': '7.9/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '76/100'}]",Edgar Wright,"The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse.",Shaun_of_the_Dead.jpg
The Help,2011,Drama,"[{'source': 'Internet Movie Database', 'value': '8.1/10'}, {'source': 'Rotten Tomatoes', 'value': '76%'}, {'source': 'Metacritic', 'value': '62/100'}]",Tate Taylor,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily b...",The_Help.jpg
Julie & Julia,2009,"Biography, Drama, Romance","[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '77%'}, {'source': 'Metacritic', 'value': '66/100'}]",Nora Ephron,"Julie Powell, a young blogger, is determined to emulate Julia Child's cooking techniques. Though separated by time, the two women share a common passion for food that intertwines their lives.",Julie_&_Julia.jpg
Black Widow,2021,"Action, Adventure, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '79%'}, {'source': 'Metacritic', 'value': '68/100'}]",Cate Shortland,Natasha Romanoff confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises.,Black_Widow.jpg
Gone Baby Gone,2007,"Crime, Drama, Mystery","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '94%'}, {'source': 'Metacritic', 'value': '72/100'}]",Ben Affleck,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",Gone_Baby_Gone.jpg
The Ultimate 'WALL-E' Recap Cartoon,2022,"Animation, Short",[],"Brian Bear, Cas van de Pol",N/A,WALL-E.jpg
The Lego Movie,2014,"Animation, Action, Adventure","[{'source': 'Internet Movie Database', 'value': '7.7/10'}, {'source': 'Rotten Tomatoes', 'value': '96%'}, {'source': 'Metacritic', 'value': '83/100'}]","Phil Lord, Christopher Miller","An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",The_Lego_Movie.jpg
Insidious,2010,"Horror, Mystery, Thriller","[{'source': 'Internet Movie Database', 'value': '6.8/10'}, {'source': 'Rotten Tomatoes', 'value': '66%'}, {'source': 'Metacritic', 'value': '52/100'}]",James Wan,A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,Insidious.jpg
The Autopsy of Jane Doe,2016,"Horror, Mystery, Thriller","[{'source': 'Internet Movie Database', 'value': '6.8/10'}, {'source': 'Rotten Tomatoes', 'value': '86%'}, {'source': 'Metacritic', 'value': '65/100'}]",André Øvredal,Father and son coroners investigate the death of a beautiful Jane Doe.,The_Autopsy_of_Jane_Doe.jpg
It,2017,Horror,"[{'source': 'Internet Movie Database', 'value': '7.3/10'}, {'source': 'Rotten Tomatoes', 'value': '85%'}, {'source': 'Metacritic', 'value': '69/100'}]",Andy Muschietti,"In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.",It.jpg
The Secret Life of Pets,2016,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.5/10'}, {'source': 'Rotten Tomatoes', 'value': '71%'}, {'source': 'Metacritic', 'value': '61/100'}]",Chris Renaud,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",The_Secret_Life_of_Pets.jpg
The Rescuers,1977,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.9/10'}, {'source': 'Rotten Tomatoes', 'value': '79%'}, {'source': 'Metacritic', 'value': '74/100'}]","John Lounsbery, Wolfgang Reitherman, Art Stevens",Two mice of the Rescue Aid Society search for a little girl kidnapped by unscrupulous treasure hunters.,The_Rescuers.jpg
Frankenweenie,2012,"Animation, Comedy, Drama","[{'source': 'Internet Movie Database', 'value': '6.9/10'}, {'source': 'Rotten Tomatoes', 'value': '87%'}, {'source': 'Metacritic', 'value': '74/100'}]",Tim Burton,"When a boy's beloved dog passes away suddenly, he attempts to bring the animal back to life through a powerful science experiment.",Frankenweenie.jpg
Annabelle Comes Home,2019,"Horror, Mystery, Thriller","[{'source': 'Internet Movie Database', 'value': '5.9/10'}, {'source': 'Rotten Tomatoes', 'value': '64%'}, {'source': 'Metacritic', 'value': '53/100'}]",Gary Dauberman,"While babysitting the daughter of Ed and Lorraine Warren, a teenager and her friend unknowingly awaken an evil spirit trapped in a doll.",Annabelle_Comes_Home.jpg
Footloose,1984,"Drama, Music, Romance","[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '54%'}, {'source': 'Metacritic', 'value': '42/100'}]",Herbert Ross,A big city teenager moves to a small town where Rock and Roll music and dancing have been banned by backward local parents and his rebellious spirit shakes up the populace.,Footloose.jpg
Soul,2020,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '8.0/10'}, {'source': 'Rotten Tomatoes', 'value': '95%'}, {'source': 'Metacritic', 'value': '83/100'}]","Pete Docter, Kemp Powers","Joe is a middle-school band teacher whose life hasn't quite gone the way he expected. His true passion is jazz. But when he travels to another realm to help someone find their passion, he soon discovers what it means to have soul.",Soul.jpg
The Good Dinosaur,2015,"Animation, Action, Adventure","[{'source': 'Internet Movie Database', 'value': '6.7/10'}, {'source': 'Rotten Tomatoes', 'value': '76%'}, {'source': 'Metacritic', 'value': '66/100'}]",Peter Sohn,"In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend.",The_Good_Dinosaur.jpg
Cars,2006,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.3/10'}, {'source': 'Rotten Tomatoes', 'value': '74%'}, {'source': 'Metacritic', 'value': '73/100'}]","John Lasseter, Joe Ranft","On the way to the biggest race of his life, a hotshot rookie race car gets stranded in a rundown town and learns that winning isn't everything in life.",Cars.jpg
The Peanuts Movie,2015,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '87%'}, {'source': 'Metacritic', 'value': '67/100'}]",Steve Martino,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their archnemesis, while his best pal Charlie Brown begins his own epic quest back home to win the love of his life.",The_Peanuts_Movie.jpg
Gladiator,2000,"Action, Adventure, Drama","[{'source': 'Internet Movie Database', 'value': '8.5/10'}, {'source': 'Rotten Tomatoes', 'value': '80%'}, {'source': 'Metacritic', 'value': '67/100'}]",Ridley Scott,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,Gladiator.jpg
Casino,1995,"Crime, Drama","[{'source': 'Internet Movie Database', 'value': '8.2/10'}, {'source': 'Rotten Tomatoes', 'value': '79%'}, {'source': 'Metacritic', 'value': '73/100'}]",Martin Scorsese,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",Casino.jpg
Maleficent,2014,"Action, Adventure, Drama","[{'source': 'Internet Movie Database', 'value': '6.9/10'}, {'source': 'Rotten Tomatoes', 'value': '54%'}, {'source': 'Metacritic', 'value': '56/100'}]",Robert Stromberg,"A vengeful fairy is driven to curse an infant princess, only to discover that the child could be the one person who can restore peace to their troubled land.",Maleficent.jpg
Fantastic Mr. Fox,2009,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.9/10'}, {'source': 'Rotten Tomatoes', 'value': '93%'}, {'source': 'Metacritic', 'value': '83/100'}]",Wes Anderson,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,Fantastic_Mr._Fox.jpg
Dawn of the Dead,2004,Horror,"[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '77%'}, {'source': 'Metacritic', 'value': '59/100'}]",Zack Snyder,"A nurse, a policeman, a young married couple, a salesman and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall.",Dawn_of_the_Dead.jpg
Big Hero 6,2014,"Animation, Action, Adventure","[{'source': 'Internet Movie Database', 'value': '7.8/10'}, {'source': 'Rotten Tomatoes', 'value': '90%'}, {'source': 'Metacritic', 'value': '74/100'}]","Don Hall, Chris Williams","A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",Big_Hero_6.jpg
Trainspotting,1996,Drama,"[{'source': 'Internet Movie Database', 'value': '8.1/10'}, {'source': 'Rotten Tomatoes', 'value': '90%'}, {'source': 'Metacritic', 'value': '83/100'}]",Danny Boyle,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.",Trainspotting.jpg
The Fly,1986,"Drama, Horror, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '93%'}, {'source': 'Metacritic', 'value': '81/100'}]",David Cronenberg,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.,The_Fly.jpg
When Harry Met Sally,2018,Short,[],N/A,N/A,When_Harry_Met_Sally.jpg
Bolt,2008,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.8/10'}, {'source': 'Rotten Tomatoes', 'value': '90%'}, {'source': 'Metacritic', 'value': '67/100'}]","Byron Howard, Chris Williams",The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.,Bolt.jpg
King Kong vs. Godzilla,1963,"Action, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '5.7/10'}, {'source': 'Rotten Tomatoes', 'value': '52%'}, {'source': 'Metacritic', 'value': '40/100'}]","Ishirô Honda, Tom Montgomery","A UN reporter covers the appearance of a prehistoric monster that emerges from hibernation, while a pharmaceutical company seeks publicity with a monster of their own.",King_Kong_vs._Godzilla.jpg
Oliver & Company,1988,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '53%'}, {'source': 'Metacritic', 'value': '58/100'}]",George Scribner,A lost and alone kitten joins a gang of dogs engaged in petty larceny in New York City.,Oliver_&_Company.jpg
